DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
2005-11-01,2005-11-01,3,Tuesday,1,305,45,November,11,4,2005,2,2,2006,1
2005-11-02,2005-11-02,4,Wednesday,2,306,45,November,11,4,2005,2,2,2006,1
2005-11-03,2005-11-03,5,Thursday,3,307,45,November,11,4,2005,2,2,2006,1
2005-11-04,2005-11-04,6,Friday,4,308,45,November,11,4,2005,2,2,2006,1
2005-11-05,2005-11-05,7,Saturday,5,309,45,November,11,4,2005,2,2,2006,1
2005-11-06,2005-11-06,1,Sunday,6,310,46,November,11,4,2005,2,2,2006,1
2005-11-07,2005-11-07,2,Monday,7,311,46,November,11,4,2005,2,2,2006,1
2005-11-08,2005-11-08,3,Tuesday,8,312,46,November,11,4,2005,2,2,2006,1
2005-11-09,2005-11-09,4,Wednesday,9,313,46,November,11,4,2005,2,2,2006,1
2005-11-10,2005-11-10,5,Thursday,10,314,46,November,11,4,2005,2,2,2006,1
2005-11-11,2005-11-11,6,Friday,11,315,46,November,11,4,2005,2,2,2006,1
2005-11-12,2005-11-12,7,Saturday,12,316,46,November,11,4,2005,2,2,2006,1
2005-11-13,2005-11-13,1,Sunday,13,317,47,November,11,4,2005,2,2,2006,1
2005-11-14,2005-11-14,2,Monday,14,318,47,November,11,4,2005,2,2,2006,1
2005-11-15,2005-11-15,3,Tuesday,15,319,47,November,11,4,2005,2,2,2006,1
2005-11-16,2005-11-16,4,Wednesday,16,320,47,November,11,4,2005,2,2,2006,1
2005-11-17,2005-11-17,5,Thursday,17,321,47,November,11,4,2005,2,2,2006,1
2005-11-18,2005-11-18,6,Friday,18,322,47,November,11,4,2005,2,2,2006,1
2005-11-19,2005-11-19,7,Saturday,19,323,47,November,11,4,2005,2,2,2006,1
2005-11-20,2005-11-20,1,Sunday,20,324,48,November,11,4,2005,2,2,2006,1
2005-11-21,2005-11-21,2,Monday,21,325,48,November,11,4,2005,2,2,2006,1
2005-11-22,2005-11-22,3,Tuesday,22,326,48,November,11,4,2005,2,2,2006,1
2005-11-23,2005-11-23,4,Wednesday,23,327,48,November,11,4,2005,2,2,2006,1
2005-11-24,2005-11-24,5,Thursday,24,328,48,November,11,4,2005,2,2,2006,1
2005-11-25,2005-11-25,6,Friday,25,329,48,November,11,4,2005,2,2,2006,1
2005-11-26,2005-11-26,7,Saturday,26,330,48,November,11,4,2005,2,2,2006,1
2005-11-27,2005-11-27,1,Sunday,27,331,49,November,11,4,2005,2,2,2006,1
2005-11-28,2005-11-28,2,Monday,28,332,49,November,11,4,2005,2,2,2006,1
2005-11-29,2005-11-29,3,Tuesday,29,333,49,November,11,4,2005,2,2,2006,1
2005-11-30,2005-11-30,4,Wednesday,30,334,49,November,11,4,2005,2,2,2006,1
2005-12-01,2005-12-01,5,Thursday,1,335,49,December,12,4,2005,2,2,2006,1
2005-12-02,2005-12-02,6,Friday,2,336,49,December,12,4,2005,2,2,2006,1
2005-12-03,2005-12-03,7,Saturday,3,337,49,December,12,4,2005,2,2,2006,1
2005-12-04,2005-12-04,1,Sunday,4,338,50,December,12,4,2005,2,2,2006,1
2005-12-05,2005-12-05,2,Monday,5,339,50,December,12,4,2005,2,2,2006,1
2005-12-06,2005-12-06,3,Tuesday,6,340,50,December,12,4,2005,2,2,2006,1
2005-12-07,2005-12-07,4,Wednesday,7,341,50,December,12,4,2005,2,2,2006,1
2005-12-08,2005-12-08,5,Thursday,8,342,50,December,12,4,2005,2,2,2006,1
2005-12-09,2005-12-09,6,Friday,9,343,50,December,12,4,2005,2,2,2006,1
2005-12-10,2005-12-10,7,Saturday,10,344,50,December,12,4,2005,2,2,2006,1
2005-12-11,2005-12-11,1,Sunday,11,345,51,December,12,4,2005,2,2,2006,1
2005-12-12,2005-12-12,2,Monday,12,346,51,December,12,4,2005,2,2,2006,1
2005-12-13,2005-12-13,3,Tuesday,13,347,51,December,12,4,2005,2,2,2006,1
2005-12-14,2005-12-14,4,Wednesday,14,348,51,December,12,4,2005,2,2,2006,1
2005-12-15,2005-12-15,5,Thursday,15,349,51,December,12,4,2005,2,2,2006,1
2005-12-16,2005-12-16,6,Friday,16,350,51,December,12,4,2005,2,2,2006,1
2005-12-17,2005-12-17,7,Saturday,17,351,51,December,12,4,2005,2,2,2006,1
2005-12-18,2005-12-18,1,Sunday,18,352,52,December,12,4,2005,2,2,2006,1
2005-12-19,2005-12-19,2,Monday,19,353,52,December,12,4,2005,2,2,2006,1
2005-12-20,2005-12-20,3,Tuesday,20,354,52,December,12,4,2005,2,2,2006,1
2005-12-21,2005-12-21,4,Wednesday,21,355,52,December,12,4,2005,2,2,2006,1
2005-12-22,2005-12-22,5,Thursday,22,356,52,December,12,4,2005,2,2,2006,1
2005-12-23,2005-12-23,6,Friday,23,357,52,December,12,4,2005,2,2,2006,1
2005-12-24,2005-12-24,7,Saturday,24,358,52,December,12,4,2005,2,2,2006,1
2005-12-25,2005-12-25,1,Sunday,25,359,53,December,12,4,2005,2,2,2006,1
2005-12-26,2005-12-26,2,Monday,26,360,53,December,12,4,2005,2,2,2006,1
2005-12-27,2005-12-27,3,Tuesday,27,361,53,December,12,4,2005,2,2,2006,1
2005-12-28,2005-12-28,4,Wednesday,28,362,53,December,12,4,2005,2,2,2006,1
2005-12-29,2005-12-29,5,Thursday,29,363,53,December,12,4,2005,2,2,2006,1
2005-12-30,2005-12-30,6,Friday,30,364,53,December,12,4,2005,2,2,2006,1
2005-12-31,2005-12-31,7,Saturday,31,365,53,December,12,4,2005,2,2,2006,1
2006-01-01,2006-01-01,1,Sunday,1,1,1,January,1,1,2006,1,3,2006,2
2006-01-02,2006-01-02,2,Monday,2,2,1,January,1,1,2006,1,3,2006,2
2006-01-03,2006-01-03,3,Tuesday,3,3,1,January,1,1,2006,1,3,2006,2
2006-01-04,2006-01-04,4,Wednesday,4,4,1,January,1,1,2006,1,3,2006,2
2006-01-05,2006-01-05,5,Thursday,5,5,1,January,1,1,2006,1,3,2006,2
2006-01-06,2006-01-06,6,Friday,6,6,1,January,1,1,2006,1,3,2006,2
2006-01-07,2006-01-07,7,Saturday,7,7,1,January,1,1,2006,1,3,2006,2
2006-01-08,2006-01-08,1,Sunday,8,8,2,January,1,1,2006,1,3,2006,2
2006-01-09,2006-01-09,2,Monday,9,9,2,January,1,1,2006,1,3,2006,2
2006-01-10,2006-01-10,3,Tuesday,10,10,2,January,1,1,2006,1,3,2006,2
2006-01-11,2006-01-11,4,Wednesday,11,11,2,January,1,1,2006,1,3,2006,2
2006-01-12,2006-01-12,5,Thursday,12,12,2,January,1,1,2006,1,3,2006,2
2006-01-13,2006-01-13,6,Friday,13,13,2,January,1,1,2006,1,3,2006,2
2006-01-14,2006-01-14,7,Saturday,14,14,2,January,1,1,2006,1,3,2006,2
2006-01-15,2006-01-15,1,Sunday,15,15,3,January,1,1,2006,1,3,2006,2
2006-01-16,2006-01-16,2,Monday,16,16,3,January,1,1,2006,1,3,2006,2
2006-01-17,2006-01-17,3,Tuesday,17,17,3,January,1,1,2006,1,3,2006,2
2006-01-18,2006-01-18,4,Wednesday,18,18,3,January,1,1,2006,1,3,2006,2
2006-01-19,2006-01-19,5,Thursday,19,19,3,January,1,1,2006,1,3,2006,2
2006-01-20,2006-01-20,6,Friday,20,20,3,January,1,1,2006,1,3,2006,2
2006-01-21,2006-01-21,7,Saturday,21,21,3,January,1,1,2006,1,3,2006,2
2006-01-22,2006-01-22,1,Sunday,22,22,4,January,1,1,2006,1,3,2006,2
2006-01-23,2006-01-23,2,Monday,23,23,4,January,1,1,2006,1,3,2006,2
2006-01-24,2006-01-24,3,Tuesday,24,24,4,January,1,1,2006,1,3,2006,2
2006-01-25,2006-01-25,4,Wednesday,25,25,4,January,1,1,2006,1,3,2006,2
2006-01-26,2006-01-26,5,Thursday,26,26,4,January,1,1,2006,1,3,2006,2
2006-01-27,2006-01-27,6,Friday,27,27,4,January,1,1,2006,1,3,2006,2
2006-01-28,2006-01-28,7,Saturday,28,28,4,January,1,1,2006,1,3,2006,2
2006-01-29,2006-01-29,1,Sunday,29,29,5,January,1,1,2006,1,3,2006,2
2006-01-30,2006-01-30,2,Monday,30,30,5,January,1,1,2006,1,3,2006,2
2006-01-31,2006-01-31,3,Tuesday,31,31,5,January,1,1,2006,1,3,2006,2
2006-02-01,2006-02-01,4,Wednesday,1,32,5,February,2,1,2006,1,3,2006,2
2006-02-02,2006-02-02,5,Thursday,2,33,5,February,2,1,2006,1,3,2006,2
2006-02-03,2006-02-03,6,Friday,3,34,5,February,2,1,2006,1,3,2006,2
2006-02-04,2006-02-04,7,Saturday,4,35,5,February,2,1,2006,1,3,2006,2
2006-02-05,2006-02-05,1,Sunday,5,36,6,February,2,1,2006,1,3,2006,2
2006-02-06,2006-02-06,2,Monday,6,37,6,February,2,1,2006,1,3,2006,2
2006-02-07,2006-02-07,3,Tuesday,7,38,6,February,2,1,2006,1,3,2006,2
2006-02-08,2006-02-08,4,Wednesday,8,39,6,February,2,1,2006,1,3,2006,2
2006-02-09,2006-02-09,5,Thursday,9,40,6,February,2,1,2006,1,3,2006,2
2006-02-10,2006-02-10,6,Friday,10,41,6,February,2,1,2006,1,3,2006,2
2006-02-11,2006-02-11,7,Saturday,11,42,6,February,2,1,2006,1,3,2006,2
2006-02-12,2006-02-12,1,Sunday,12,43,7,February,2,1,2006,1,3,2006,2
2006-02-13,2006-02-13,2,Monday,13,44,7,February,2,1,2006,1,3,2006,2
2006-02-14,2006-02-14,3,Tuesday,14,45,7,February,2,1,2006,1,3,2006,2
2006-02-15,2006-02-15,4,Wednesday,15,46,7,February,2,1,2006,1,3,2006,2
2006-02-16,2006-02-16,5,Thursday,16,47,7,February,2,1,2006,1,3,2006,2
2006-02-17,2006-02-17,6,Friday,17,48,7,February,2,1,2006,1,3,2006,2
2006-02-18,2006-02-18,7,Saturday,18,49,7,February,2,1,2006,1,3,2006,2
2006-02-19,2006-02-19,1,Sunday,19,50,8,February,2,1,2006,1,3,2006,2
2006-02-20,2006-02-20,2,Monday,20,51,8,February,2,1,2006,1,3,2006,2
2006-02-21,2006-02-21,3,Tuesday,21,52,8,February,2,1,2006,1,3,2006,2
2006-02-22,2006-02-22,4,Wednesday,22,53,8,February,2,1,2006,1,3,2006,2
2006-02-23,2006-02-23,5,Thursday,23,54,8,February,2,1,2006,1,3,2006,2
2006-02-24,2006-02-24,6,Friday,24,55,8,February,2,1,2006,1,3,2006,2
2006-02-25,2006-02-25,7,Saturday,25,56,8,February,2,1,2006,1,3,2006,2
2006-02-26,2006-02-26,1,Sunday,26,57,9,February,2,1,2006,1,3,2006,2
2006-02-27,2006-02-27,2,Monday,27,58,9,February,2,1,2006,1,3,2006,2
2006-02-28,2006-02-28,3,Tuesday,28,59,9,February,2,1,2006,1,3,2006,2
2006-03-01,2006-03-01,4,Wednesday,1,60,9,March,3,1,2006,1,3,2006,2
2006-03-02,2006-03-02,5,Thursday,2,61,9,March,3,1,2006,1,3,2006,2
2006-03-03,2006-03-03,6,Friday,3,62,9,March,3,1,2006,1,3,2006,2
2006-03-04,2006-03-04,7,Saturday,4,63,9,March,3,1,2006,1,3,2006,2
2006-03-05,2006-03-05,1,Sunday,5,64,10,March,3,1,2006,1,3,2006,2
2006-03-06,2006-03-06,2,Monday,6,65,10,March,3,1,2006,1,3,2006,2
2006-03-07,2006-03-07,3,Tuesday,7,66,10,March,3,1,2006,1,3,2006,2
2006-03-08,2006-03-08,4,Wednesday,8,67,10,March,3,1,2006,1,3,2006,2
2006-03-09,2006-03-09,5,Thursday,9,68,10,March,3,1,2006,1,3,2006,2
2006-03-10,2006-03-10,6,Friday,10,69,10,March,3,1,2006,1,3,2006,2
2006-03-11,2006-03-11,7,Saturday,11,70,10,March,3,1,2006,1,3,2006,2
2006-03-12,2006-03-12,1,Sunday,12,71,11,March,3,1,2006,1,3,2006,2
2006-03-13,2006-03-13,2,Monday,13,72,11,March,3,1,2006,1,3,2006,2
2006-03-14,2006-03-14,3,Tuesday,14,73,11,March,3,1,2006,1,3,2006,2
2006-03-15,2006-03-15,4,Wednesday,15,74,11,March,3,1,2006,1,3,2006,2
2006-03-16,2006-03-16,5,Thursday,16,75,11,March,3,1,2006,1,3,2006,2
2006-03-17,2006-03-17,6,Friday,17,76,11,March,3,1,2006,1,3,2006,2
2006-03-18,2006-03-18,7,Saturday,18,77,11,March,3,1,2006,1,3,2006,2
2006-03-19,2006-03-19,1,Sunday,19,78,12,March,3,1,2006,1,3,2006,2
2006-03-20,2006-03-20,2,Monday,20,79,12,March,3,1,2006,1,3,2006,2
2006-03-21,2006-03-21,3,Tuesday,21,80,12,March,3,1,2006,1,3,2006,2
2006-03-22,2006-03-22,4,Wednesday,22,81,12,March,3,1,2006,1,3,2006,2
2006-03-23,2006-03-23,5,Thursday,23,82,12,March,3,1,2006,1,3,2006,2
2006-03-24,2006-03-24,6,Friday,24,83,12,March,3,1,2006,1,3,2006,2
2006-03-25,2006-03-25,7,Saturday,25,84,12,March,3,1,2006,1,3,2006,2
2006-03-26,2006-03-26,1,Sunday,26,85,13,March,3,1,2006,1,3,2006,2
2006-03-27,2006-03-27,2,Monday,27,86,13,March,3,1,2006,1,3,2006,2
2006-03-28,2006-03-28,3,Tuesday,28,87,13,March,3,1,2006,1,3,2006,2
2006-03-29,2006-03-29,4,Wednesday,29,88,13,March,3,1,2006,1,3,2006,2
2006-03-30,2006-03-30,5,Thursday,30,89,13,March,3,1,2006,1,3,2006,2
2006-03-31,2006-03-31,6,Friday,31,90,13,March,3,1,2006,1,3,2006,2
2006-04-01,2006-04-01,7,Saturday,1,91,13,April,4,2,2006,1,4,2006,2
2006-04-02,2006-04-02,1,Sunday,2,92,14,April,4,2,2006,1,4,2006,2
2006-04-03,2006-04-03,2,Monday,3,93,14,April,4,2,2006,1,4,2006,2
2006-04-04,2006-04-04,3,Tuesday,4,94,14,April,4,2,2006,1,4,2006,2
2006-04-05,2006-04-05,4,Wednesday,5,95,14,April,4,2,2006,1,4,2006,2
2006-04-06,2006-04-06,5,Thursday,6,96,14,April,4,2,2006,1,4,2006,2
2006-04-07,2006-04-07,6,Friday,7,97,14,April,4,2,2006,1,4,2006,2
2006-04-08,2006-04-08,7,Saturday,8,98,14,April,4,2,2006,1,4,2006,2
2006-04-09,2006-04-09,1,Sunday,9,99,15,April,4,2,2006,1,4,2006,2
2006-04-10,2006-04-10,2,Monday,10,100,15,April,4,2,2006,1,4,2006,2
2006-04-11,2006-04-11,3,Tuesday,11,101,15,April,4,2,2006,1,4,2006,2
2006-04-12,2006-04-12,4,Wednesday,12,102,15,April,4,2,2006,1,4,2006,2
2006-04-13,2006-04-13,5,Thursday,13,103,15,April,4,2,2006,1,4,2006,2
2006-04-14,2006-04-14,6,Friday,14,104,15,April,4,2,2006,1,4,2006,2
2006-04-15,2006-04-15,7,Saturday,15,105,15,April,4,2,2006,1,4,2006,2
2006-04-16,2006-04-16,1,Sunday,16,106,16,April,4,2,2006,1,4,2006,2
2006-04-17,2006-04-17,2,Monday,17,107,16,April,4,2,2006,1,4,2006,2
2006-04-18,2006-04-18,3,Tuesday,18,108,16,April,4,2,2006,1,4,2006,2
2006-04-19,2006-04-19,4,Wednesday,19,109,16,April,4,2,2006,1,4,2006,2
2006-04-20,2006-04-20,5,Thursday,20,110,16,April,4,2,2006,1,4,2006,2
2006-04-21,2006-04-21,6,Friday,21,111,16,April,4,2,2006,1,4,2006,2
2006-04-22,2006-04-22,7,Saturday,22,112,16,April,4,2,2006,1,4,2006,2
2006-04-23,2006-04-23,1,Sunday,23,113,17,April,4,2,2006,1,4,2006,2
2006-04-24,2006-04-24,2,Monday,24,114,17,April,4,2,2006,1,4,2006,2
2006-04-25,2006-04-25,3,Tuesday,25,115,17,April,4,2,2006,1,4,2006,2
2006-04-26,2006-04-26,4,Wednesday,26,116,17,April,4,2,2006,1,4,2006,2
2006-04-27,2006-04-27,5,Thursday,27,117,17,April,4,2,2006,1,4,2006,2
2006-04-28,2006-04-28,6,Friday,28,118,17,April,4,2,2006,1,4,2006,2
2006-04-29,2006-04-29,7,Saturday,29,119,17,April,4,2,2006,1,4,2006,2
2006-04-30,2006-04-30,1,Sunday,30,120,18,April,4,2,2006,1,4,2006,2
2006-05-01,2006-05-01,2,Monday,1,121,18,May,5,2,2006,1,4,2006,2
2006-05-02,2006-05-02,3,Tuesday,2,122,18,May,5,2,2006,1,4,2006,2
2006-05-03,2006-05-03,4,Wednesday,3,123,18,May,5,2,2006,1,4,2006,2
2006-05-04,2006-05-04,5,Thursday,4,124,18,May,5,2,2006,1,4,2006,2
2006-05-05,2006-05-05,6,Friday,5,125,18,May,5,2,2006,1,4,2006,2
2006-05-06,2006-05-06,7,Saturday,6,126,18,May,5,2,2006,1,4,2006,2
2006-05-07,2006-05-07,1,Sunday,7,127,19,May,5,2,2006,1,4,2006,2
2006-05-08,2006-05-08,2,Monday,8,128,19,May,5,2,2006,1,4,2006,2
2006-05-09,2006-05-09,3,Tuesday,9,129,19,May,5,2,2006,1,4,2006,2
2006-05-10,2006-05-10,4,Wednesday,10,130,19,May,5,2,2006,1,4,2006,2
2006-05-11,2006-05-11,5,Thursday,11,131,19,May,5,2,2006,1,4,2006,2
2006-05-12,2006-05-12,6,Friday,12,132,19,May,5,2,2006,1,4,2006,2
2006-05-13,2006-05-13,7,Saturday,13,133,19,May,5,2,2006,1,4,2006,2
2006-05-14,2006-05-14,1,Sunday,14,134,20,May,5,2,2006,1,4,2006,2
2006-05-15,2006-05-15,2,Monday,15,135,20,May,5,2,2006,1,4,2006,2
2006-05-16,2006-05-16,3,Tuesday,16,136,20,May,5,2,2006,1,4,2006,2
2006-05-17,2006-05-17,4,Wednesday,17,137,20,May,5,2,2006,1,4,2006,2
2006-05-18,2006-05-18,5,Thursday,18,138,20,May,5,2,2006,1,4,2006,2
2006-05-19,2006-05-19,6,Friday,19,139,20,May,5,2,2006,1,4,2006,2
2006-05-20,2006-05-20,7,Saturday,20,140,20,May,5,2,2006,1,4,2006,2
2006-05-21,2006-05-21,1,Sunday,21,141,21,May,5,2,2006,1,4,2006,2
2006-05-22,2006-05-22,2,Monday,22,142,21,May,5,2,2006,1,4,2006,2
2006-05-23,2006-05-23,3,Tuesday,23,143,21,May,5,2,2006,1,4,2006,2
2006-05-24,2006-05-24,4,Wednesday,24,144,21,May,5,2,2006,1,4,2006,2
2006-05-25,2006-05-25,5,Thursday,25,145,21,May,5,2,2006,1,4,2006,2
2006-05-26,2006-05-26,6,Friday,26,146,21,May,5,2,2006,1,4,2006,2
2006-05-27,2006-05-27,7,Saturday,27,147,21,May,5,2,2006,1,4,2006,2
2006-05-28,2006-05-28,1,Sunday,28,148,22,May,5,2,2006,1,4,2006,2
2006-05-29,2006-05-29,2,Monday,29,149,22,May,5,2,2006,1,4,2006,2
2006-05-30,2006-05-30,3,Tuesday,30,150,22,May,5,2,2006,1,4,2006,2
2006-05-31,2006-05-31,4,Wednesday,31,151,22,May,5,2,2006,1,4,2006,2
2006-06-01,2006-06-01,5,Thursday,1,152,22,June,6,2,2006,1,4,2006,2
2006-06-02,2006-06-02,6,Friday,2,153,22,June,6,2,2006,1,4,2006,2
2006-06-03,2006-06-03,7,Saturday,3,154,22,June,6,2,2006,1,4,2006,2
2006-06-04,2006-06-04,1,Sunday,4,155,23,June,6,2,2006,1,4,2006,2
2006-06-05,2006-06-05,2,Monday,5,156,23,June,6,2,2006,1,4,2006,2
2006-06-06,2006-06-06,3,Tuesday,6,157,23,June,6,2,2006,1,4,2006,2
2006-06-07,2006-06-07,4,Wednesday,7,158,23,June,6,2,2006,1,4,2006,2
2006-06-08,2006-06-08,5,Thursday,8,159,23,June,6,2,2006,1,4,2006,2
2006-06-09,2006-06-09,6,Friday,9,160,23,June,6,2,2006,1,4,2006,2
2006-06-10,2006-06-10,7,Saturday,10,161,23,June,6,2,2006,1,4,2006,2
2006-06-11,2006-06-11,1,Sunday,11,162,24,June,6,2,2006,1,4,2006,2
2006-06-12,2006-06-12,2,Monday,12,163,24,June,6,2,2006,1,4,2006,2
2006-06-13,2006-06-13,3,Tuesday,13,164,24,June,6,2,2006,1,4,2006,2
2006-06-14,2006-06-14,4,Wednesday,14,165,24,June,6,2,2006,1,4,2006,2
2006-06-15,2006-06-15,5,Thursday,15,166,24,June,6,2,2006,1,4,2006,2
2006-06-16,2006-06-16,6,Friday,16,167,24,June,6,2,2006,1,4,2006,2
2006-06-17,2006-06-17,7,Saturday,17,168,24,June,6,2,2006,1,4,2006,2
2006-06-18,2006-06-18,1,Sunday,18,169,25,June,6,2,2006,1,4,2006,2
2006-06-19,2006-06-19,2,Monday,19,170,25,June,6,2,2006,1,4,2006,2
2006-06-20,2006-06-20,3,Tuesday,20,171,25,June,6,2,2006,1,4,2006,2
2006-06-21,2006-06-21,4,Wednesday,21,172,25,June,6,2,2006,1,4,2006,2
2006-06-22,2006-06-22,5,Thursday,22,173,25,June,6,2,2006,1,4,2006,2
2006-06-23,2006-06-23,6,Friday,23,174,25,June,6,2,2006,1,4,2006,2
2006-06-24,2006-06-24,7,Saturday,24,175,25,June,6,2,2006,1,4,2006,2
2006-06-25,2006-06-25,1,Sunday,25,176,26,June,6,2,2006,1,4,2006,2
2006-06-26,2006-06-26,2,Monday,26,177,26,June,6,2,2006,1,4,2006,2
2006-06-27,2006-06-27,3,Tuesday,27,178,26,June,6,2,2006,1,4,2006,2
2006-06-28,2006-06-28,4,Wednesday,28,179,26,June,6,2,2006,1,4,2006,2
2006-06-29,2006-06-29,5,Thursday,29,180,26,June,6,2,2006,1,4,2006,2
2006-06-30,2006-06-30,6,Friday,30,181,26,June,6,2,2006,1,4,2006,2
2006-07-01,2006-07-01,7,Saturday,1,182,26,July,7,3,2006,2,1,2007,1
2006-07-02,2006-07-02,1,Sunday,2,183,27,July,7,3,2006,2,1,2007,1
2006-07-03,2006-07-03,2,Monday,3,184,27,July,7,3,2006,2,1,2007,1
2006-07-04,2006-07-04,3,Tuesday,4,185,27,July,7,3,2006,2,1,2007,1
2006-07-05,2006-07-05,4,Wednesday,5,186,27,July,7,3,2006,2,1,2007,1
2006-07-06,2006-07-06,5,Thursday,6,187,27,July,7,3,2006,2,1,2007,1
2006-07-07,2006-07-07,6,Friday,7,188,27,July,7,3,2006,2,1,2007,1
2006-07-08,2006-07-08,7,Saturday,8,189,27,July,7,3,2006,2,1,2007,1
2006-07-09,2006-07-09,1,Sunday,9,190,28,July,7,3,2006,2,1,2007,1
2006-07-10,2006-07-10,2,Monday,10,191,28,July,7,3,2006,2,1,2007,1
2006-07-11,2006-07-11,3,Tuesday,11,192,28,July,7,3,2006,2,1,2007,1
2006-07-12,2006-07-12,4,Wednesday,12,193,28,July,7,3,2006,2,1,2007,1
2006-07-13,2006-07-13,5,Thursday,13,194,28,July,7,3,2006,2,1,2007,1
2006-07-14,2006-07-14,6,Friday,14,195,28,July,7,3,2006,2,1,2007,1
2006-07-15,2006-07-15,7,Saturday,15,196,28,July,7,3,2006,2,1,2007,1
2006-07-16,2006-07-16,1,Sunday,16,197,29,July,7,3,2006,2,1,2007,1
2006-07-17,2006-07-17,2,Monday,17,198,29,July,7,3,2006,2,1,2007,1
2006-07-18,2006-07-18,3,Tuesday,18,199,29,July,7,3,2006,2,1,2007,1
2006-07-19,2006-07-19,4,Wednesday,19,200,29,July,7,3,2006,2,1,2007,1
2006-07-20,2006-07-20,5,Thursday,20,201,29,July,7,3,2006,2,1,2007,1
2006-07-21,2006-07-21,6,Friday,21,202,29,July,7,3,2006,2,1,2007,1
2006-07-22,2006-07-22,7,Saturday,22,203,29,July,7,3,2006,2,1,2007,1
2006-07-23,2006-07-23,1,Sunday,23,204,30,July,7,3,2006,2,1,2007,1
2006-07-24,2006-07-24,2,Monday,24,205,30,July,7,3,2006,2,1,2007,1
2006-07-25,2006-07-25,3,Tuesday,25,206,30,July,7,3,2006,2,1,2007,1
2006-07-26,2006-07-26,4,Wednesday,26,207,30,July,7,3,2006,2,1,2007,1
2006-07-27,2006-07-27,5,Thursday,27,208,30,July,7,3,2006,2,1,2007,1
2006-07-28,2006-07-28,6,Friday,28,209,30,July,7,3,2006,2,1,2007,1
2006-07-29,2006-07-29,7,Saturday,29,210,30,July,7,3,2006,2,1,2007,1
2006-07-30,2006-07-30,1,Sunday,30,211,31,July,7,3,2006,2,1,2007,1
2006-07-31,2006-07-31,2,Monday,31,212,31,July,7,3,2006,2,1,2007,1
2006-08-01,2006-08-01,3,Tuesday,1,213,31,August,8,3,2006,2,1,2007,1
2006-08-02,2006-08-02,4,Wednesday,2,214,31,August,8,3,2006,2,1,2007,1
2006-08-03,2006-08-03,5,Thursday,3,215,31,August,8,3,2006,2,1,2007,1
2006-08-04,2006-08-04,6,Friday,4,216,31,August,8,3,2006,2,1,2007,1
2006-08-05,2006-08-05,7,Saturday,5,217,31,August,8,3,2006,2,1,2007,1
2006-08-06,2006-08-06,1,Sunday,6,218,32,August,8,3,2006,2,1,2007,1
2006-08-07,2006-08-07,2,Monday,7,219,32,August,8,3,2006,2,1,2007,1
2006-08-08,2006-08-08,3,Tuesday,8,220,32,August,8,3,2006,2,1,2007,1
2006-08-09,2006-08-09,4,Wednesday,9,221,32,August,8,3,2006,2,1,2007,1
2006-08-10,2006-08-10,5,Thursday,10,222,32,August,8,3,2006,2,1,2007,1
2006-08-11,2006-08-11,6,Friday,11,223,32,August,8,3,2006,2,1,2007,1
2006-08-12,2006-08-12,7,Saturday,12,224,32,August,8,3,2006,2,1,2007,1
2006-08-13,2006-08-13,1,Sunday,13,225,33,August,8,3,2006,2,1,2007,1
2006-08-14,2006-08-14,2,Monday,14,226,33,August,8,3,2006,2,1,2007,1
2006-08-15,2006-08-15,3,Tuesday,15,227,33,August,8,3,2006,2,1,2007,1
2006-08-16,2006-08-16,4,Wednesday,16,228,33,August,8,3,2006,2,1,2007,1
2006-08-17,2006-08-17,5,Thursday,17,229,33,August,8,3,2006,2,1,2007,1
2006-08-18,2006-08-18,6,Friday,18,230,33,August,8,3,2006,2,1,2007,1
2006-08-19,2006-08-19,7,Saturday,19,231,33,August,8,3,2006,2,1,2007,1
2006-08-20,2006-08-20,1,Sunday,20,232,34,August,8,3,2006,2,1,2007,1
2006-08-21,2006-08-21,2,Monday,21,233,34,August,8,3,2006,2,1,2007,1
2006-08-22,2006-08-22,3,Tuesday,22,234,34,August,8,3,2006,2,1,2007,1
2006-08-23,2006-08-23,4,Wednesday,23,235,34,August,8,3,2006,2,1,2007,1
2006-08-24,2006-08-24,5,Thursday,24,236,34,August,8,3,2006,2,1,2007,1
2006-08-25,2006-08-25,6,Friday,25,237,34,August,8,3,2006,2,1,2007,1
2006-08-26,2006-08-26,7,Saturday,26,238,34,August,8,3,2006,2,1,2007,1
2006-08-27,2006-08-27,1,Sunday,27,239,35,August,8,3,2006,2,1,2007,1
2006-08-28,2006-08-28,2,Monday,28,240,35,August,8,3,2006,2,1,2007,1
2006-08-29,2006-08-29,3,Tuesday,29,241,35,August,8,3,2006,2,1,2007,1
2006-08-30,2006-08-30,4,Wednesday,30,242,35,August,8,3,2006,2,1,2007,1
2006-08-31,2006-08-31,5,Thursday,31,243,35,August,8,3,2006,2,1,2007,1
2006-09-01,2006-09-01,6,Friday,1,244,35,September,9,3,2006,2,1,2007,1
2006-09-02,2006-09-02,7,Saturday,2,245,35,September,9,3,2006,2,1,2007,1
2006-09-03,2006-09-03,1,Sunday,3,246,36,September,9,3,2006,2,1,2007,1
